RID	Regulator	Target	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
RID01368	MALAT1	TYMS	-0.18257	-0.09187	-0.10376	-0.02379	-0.12122	-0.15567	-0.10518	-0.04326	0.01862	-0.02153	0.12152	-0.11213	-0.00951	-0.16028	0.00518	0.23521	-0.10352	0.11439	-0.29704	0.01377	0.05255	-0.00441	-0.09966	0.15079	0.26818	-0.04496	-0.09563	0.54825	-0.04294	-0.02142	-0.10634	0.04468	0.17667
RID01369	TUG1	HMGB1	0.54676	0.3466	0.3139	0.32094	0.50018	0.3608	0.46208	0.32401	0.36898	0.26127	0.7061	0.66838	0.69482	0.26972	0.54061	0.51336	0.29439	0.31328	0.50989	0.4055	0.58845	0.49669	0.56664	0.47702	0.31966	0.44999	0.34207	0.43138	0.59044	0.21199	0.47507	0.27433	0.81845
RID01371	SNHG16	E2F5	0.18765	0.11733	0.38415	0.28378	0.17785	0.35062	-0.03781	0.26469	0.23342	0.16572	0.59441	0.36865	0.23916	0.13938	0.45671	0.39564	0.25477	0.07828	0.17982	0.20805	0.2405	0.15323	0.09829	0.29197	0.38546	0.0853	0.32933	-0.04423	0.24867	0.27976	0.42368	0.07848	-0.31894
RID01372	PSMD6-AS1	MDM2	0.00556	0.0827	-0.01482	0.02721	0.70302	-0.08163	0.23942	-0.01837	-0.00978	0.2006	0.30172	-0.03872	0.12416	-0.02237	0.01499	0.21767	0.04298	0.00587	-0.17714	-0.03753	0.1484	0.0527	-0.17493	0.15284	0.05607	0.05462	0.068	-0.08634	-0.05876	-0.04406	0.02037	-0.14379	0.3973
RID01374	PVT1	HIF1A	0.10122	-0.00052	-0.03635	0.00193	-0.02488	0.02076	-0.13123	0.03218	0.05983	0.04102	0.22277	-0.0611	-0.07281	-0.01416	0.10415	0.24223	0.00067	0.00178	-0.00382	0.06975	-0.03485	0.06705	0.00829	-0.0241	-0.01276	-0.00875	0.04987	-0.22915	-0.08076	0.09696	-0.01759	0.00543	0.52094
RID01375	UCA1	CASP3	0.10369	0.1504	0.06025	-0.07423	0.08017	-0.04741	0.18065	-0.00102	0.00166	-0.03456	0.17413	0.03633	0.06781	0.37736	0.046	0.16035	0.08093	0.01326	0.12275	-0.00309	-0.03305	0.16466	0.03801	-0.01307	-0.00444	0.06209	-0.05002	0.31679	0.02084	0.36441	0.10985	0.35433	0.34685
RID01376	UCA1	CDK2	0.26093	0.16925	0.04295	0.06148	0.11358	0.08269	0.12168	-0.01418	0.12815	0.08245	0.22304	-0.02663	0.10902	0.15748	0.0651	0.14762	0.16244	0.03288	0.09415	-0.01133	0.27669	0.07636	0.05047	0.09934	0.03935	0.01053	0.02856	-0.17226	0.04551	0.30642	0.03682	-0.01468	0.14463
RID01377	UCA1	CDKN1A	-0.16334	0.08198	0.00708	-0.00015	0.43209	0.05961	-0.0034	-0.07107	-0.03703	0.05968	0.11426	0.12291	-0.0123	-0.17375	-0.02209	0.04489	0.07793	0.11885	-0.08201	0.06046	0.05515	-0.12181	0.07177	-0.01129	0.02801	0.09064	0.06994	0.22759	0.16617	-0.13957	0.13095	-0.07171	0.03812
RID01378	LINC-ROR	TP53	-0.01547	0.00807	0.00759	-0.02613	0.39505	-0.08473	-0.03924	-0.00686	0.21016	-0.00678	0.09126	0.12321	0.12353	-0.00168	0.11879	0.00954	-0.059	-0.01436	-0.06732	0.10852	0.07698	0.20891	0.12277	-0.07481	0.02564	0.0585	0.14504	0.4015	0.26224	-0.29949	-0.03217	-0.11997	0.05835
RID01379	LINC-ROR	miR-145	NA	-0.00434	NA	NA	NA	-0.00925	NA	-0.07111	NA	-0.02133	NA	-0.03765	NA	-0.01249	0.00241	-0.00038	-0.0144	NA	NA	0.01624	NA	0.15103	NA	NA	NA	-0.04091	-0.03722	NA	NA	NA	NA	NA	NA
RID01380	LINC01116	GAPDH	0.18692	0.27231	-0.0854	-0.0086	0.48321	0.0145	0.00875	0.12058	-0.10106	0.02866	0.02548	0.02022	0.08048	-0.28846	0.3009	0.23681	0.37534	-0.02846	-0.03293	0.15093	0.2836	0.24461	-0.07947	-0.03252	-0.03286	0.10669	-0.02138	0.16879	0.09328	0.05808	-0.00784	0.1363	-0.18204
RID01381	LINC01116	MAP1LC3B2	0.05163	0.30194	0.08737	0.05901	0.24857	0.19744	-0.01559	0.13712	0.11046	0.03258	0.06619	0.13429	0.10549	0.00104	-0.05398	0.16092	0.008	-0.03129	-0.0344	0.06074	0.14886	0.09588	0.04169	-0.12318	0.05515	0.07058	0.1567	-0.0036	-0.04805	-0.13933	0.01796	0.32079	0.08251
RID01382	LINC01116	H2AFY	0.24339	0.13212	0.07413	0.01002	-0.03907	-0.03338	0.03055	-0.018	0.1675	0.04074	0.06646	-0.04896	0.06411	-0.10692	0.32277	0.21395	0.12902	0.07761	-0.09261	0.14083	0.00255	0.17173	-0.08241	0.06807	-0.17728	0.09065	0.05962	-0.07798	0.09912	-0.24579	0.09967	0.10861	0.09349
RID01383	FTX	MTDH	0.48513	0.19188	0.24145	0.5379	0.55824	0.11253	0.73123	0.19293	0.45169	0.58351	0.6503	0.18451	0.62565	0.1549	0.54452	0.45591	0.008	0.27694	0.4459	0.34703	0.56019	0.70649	0.6086	0.31565	0.58125	0.51947	0.08494	0.40826	0.71102	0.64411	0.20639	0.32284	0.66724
RID01384	MALAT1	CDH1	-0.07029	-0.03844	-0.07003	0.13486	0.00301	-0.16956	0.34402	-0.153	0.22021	0.13935	0.13901	-0.02695	0.00337	-0.00176	-0.09059	0.2365	-0.09511	0.17942	0.00029	0.05058	0.0063	0.03503	0.0608	0.10471	0.26986	-0.08342	-0.13356	0.18941	-0.06265	0.38067	-0.08293	0.09689	-0.07532
RID01385	HAGLR	CDKN1A	0.01954	0.13293	0.04454	0.25128	0.08154	0.1767	0.16837	-0.00289	-0.20714	-0.01377	0.24897	0.17871	0.01086	-0.11687	-0.09134	0.08478	-0.05002	0.06169	0.39058	0.05255	0.03194	-0.11079	-0.04003	0.08453	0.05137	-0.04866	-0.03216	-0.28175	0.00381	0.39089	-0.03196	0.14557	-0.26739
RID01386	PVT1	MYC	0.19742	0.31773	0.24028	0.08494	0.29455	0.39888	-0.134	0.22467	0.41214	0.18536	0.79194	0.24627	0.24208	0.05337	0.10549	0.43626	0.28078	0.32525	0.28397	0.59579	0.24941	0.14716	0.2463	0.53643	0.31896	0.24337	0.43518	0.45845	0.15236	0.80085	0.28873	0.46074	0.16368
RID01387	KCNQ1OT1	CCNE2	0.23354	0.04529	-0.00958	0.29937	0.35934	0.00225	0.27457	0.00877	0.32495	0.3064	0.31869	0.14615	0.54165	0.19543	0.38141	0.34921	0.04298	0.1456	0.50134	0.16854	0.28066	0.48236	0.04592	0.26803	0.30152	0.30219	0.01027	0.61838	0.53066	0.13466	0.03159	0.01907	0.65954
RID01388	LINC01013	SNAI1	-0.03602	0.14752	0.15628	0.05185	0.15303	0.03965	-0.07202	0.28132	0.06699	0.22905	0.22576	0.35047	0.06817	0.03203	0.12773	0.17696	0.10048	0.12719	0.25887	0.23896	0.28777	0.25867	0.27194	0.16829	0.11749	0.06098	0.10695	-0.20991	0.1883	0.16518	0.06367	0.07936	0.11308
RID01390	MALAT1	HMGB1	-0.06799	-0.15267	-0.2025	-0.01775	0.34995	-0.23865	0.0811	0.04599	0.20757	0.13974	0.09954	-0.19418	0.26118	0.00456	0.16087	0.27298	-0.21332	0.09381	-0.02324	0.08663	0.15252	-0.00853	-0.28248	-0.28498	0.12335	0.1813	-0.02496	0.42767	0.14065	0.21208	-0.15877	0.01585	0.63075
RID01391	RB1-DT	RB1	0.09183	0.01553	0.05978	0.09117	-0.16189	0.11353	0.41975	0.10632	0.18378	-0.06378	0.18347	0.00752	0.09579	0.19955	0.07118	0.08269	0.0471	0.03933	0.04668	0.16123	0.07992	0.21393	0.11394	0.17138	-0.01623	0.08458	0.22585	0.45715	0.19082	0.21842	0.03926	0.29687	0.4949
RID01392	LINC00092	PFKFB2	-0.10241	-0.04336	-0.00327	-0.00617	0.13756	0.06243	0.22881	-0.13288	0.28385	-0.17036	0.27353	-0.00604	-0.09537	0.16882	0.30643	0.14825	0.15856	-0.05131	0.02186	0.04947	0.10562	-0.1151	-0.07418	0.02006	0.01343	0.0058	-0.06287	0.11444	0.17561	-0.11425	0.16201	0.15959	-0.04526
RID01393	UCA1	BCL2	-0.08678	-0.06371	-0.05196	-0.03864	0.44988	-0.18851	0.11521	-0.07455	0.30227	-0.07626	-0.12669	-0.12214	-0.00238	0.07726	0.1133	0.2955	-0.05482	-0.04054	0.12277	-0.0769	-0.11206	0.00894	0.35329	-0.01078	-0.02596	-0.01894	-0.07699	-0.13101	-0.03834	0.12966	0.09699	-0.04177	0.37013
RID01394	CASC2	CTNNB1	0.04895	0.18625	0.24498	0.20751	0.10134	0.06527	0.59095	0.28619	0.32987	0.24927	0.10768	0.31327	0.53554	0.17563	0.31608	0.37987	0.0387	0.08252	0.06654	0.42385	0.12625	0.17378	0.52299	0.2362	0.08501	0.24256	0.33098	0.44497	0.23866	0.73726	0.14671	0.29548	0.4274
RID01395	SNHG1	SOX9	-0.18757	-0.02294	0.19144	0.01996	0.01979	0.06561	-0.06344	0.13377	0.04902	0.11006	0.14281	0.07705	0.10939	0.07072	-0.18049	0.45171	-0.00757	0.0493	0.11846	0.13777	0.16494	-0.02446	0.03545	-0.06118	0.25169	0.16597	0.2686	-0.21247	0.08917	0.06452	-0.02633	-0.04188	0.03785
RID01397	MEG3	miR-214	-0.07455	0.00641	0.06877	0.0411	NA	0.11312	-0.01404	-0.01438	-0.04669	0.59601	-0.01903	0.02194	0.57988	-0.02704	0.0032	-0.04979	0.05376	-0.01478	0.06008	-0.03003	-0.03959	-0.05874	0.04524	-0.04433	0.01544	0.04315	0.06899	-0.10833	0.05214	-0.01488	-0.00226	-0.02058	-0.01971
RID01399	MALAT1	SRSF1	0.10934	-0.1068	-0.10775	0.30935	0.29615	-0.0179	0.41436	-0.11574	0.41672	0.14922	0.39808	-0.07442	0.64564	-0.25974	0.36986	0.51877	-0.15661	0.36421	0.16381	0.27265	0.38301	0.23672	0.09102	0.08234	0.42299	0.31518	-0.03797	0.16665	0.42586	0.59048	-0.09508	0.25577	0.67906
RID01400	NEAT1	CTNNB1	-0.03788	-0.1566	-0.05201	0.05221	0.04476	-0.1515	0.38837	-0.0665	-0.03046	-0.16601	0.06044	-0.08862	-0.11242	0.43653	0.03324	0.03547	0.00487	-0.16147	0.06247	0.0707	-0.00491	0.14667	-0.06208	0.03129	0.00922	0.0134	0.12428	0.23688	-0.07773	0.3327	-0.12122	0.08832	0.30233
RID01401	NEAT1	CDH2	0.17004	-0.10701	-0.02264	-0.11879	0.09319	0.11393	0.04109	-0.08458	0.06663	-0.00983	-0.16335	-0.21851	-0.07457	0.10863	0.04278	0.18658	-0.04271	-0.06543	0.13662	-0.08732	-0.10613	-0.00952	-0.10558	0.004	-0.07408	-0.05984	-0.01565	-0.10117	-0.02643	0.25544	-0.07097	0.02743	-0.02834
RID01402	NEAT1	CDH1	0.03131	-0.0104	-0.12907	-0.01968	0.21718	-0.11737	0.3859	0.02212	0.07214	-0.08666	0.17332	0.13047	0.02191	-0.04419	-0.01208	0.15023	-0.01322	0.05839	-0.03553	0.00859	0.11714	-0.05451	-0.03444	0.08184	0.19421	-0.0413	0.17289	0.20122	-0.15645	0.46839	-0.10952	0.02978	0.07272
RID01403	SNHG5	KLF4	-0.02867	-0.02655	0.03491	-0.11317	-0.0294	-0.0188	-0.30863	-0.04542	-0.00592	-0.14022	-0.01521	0.08673	-0.07901	-0.09269	-0.06088	-0.02575	-0.03504	-0.07908	-0.08211	-0.0813	-0.05234	0.17762	-0.06432	-0.11714	-0.09409	0.02841	0.00525	-0.08419	0.03556	-0.26613	-0.10203	-0.27719	0.01076
RID01404	H19	VDR	0.00365	-0.1064	-0.01842	-0.05085	0.01164	-0.05019	-0.00226	-0.02235	0.42275	-0.00216	-0.17811	-0.06392	-0.01552	-0.07377	0.04981	-0.00356	-0.11659	-0.03993	0.13067	0.12186	-0.04189	0.10313	-0.03571	-0.13348	-0.02624	-0.02826	-0.1239	0.15708	0.15272	0.44442	-0.06815	-0.00516	-0.07454
RID01405	PVT1	ATG7	0.01618	-0.01826	-0.00147	0.21241	0.03957	0.01618	-0.05804	-0.0351	0.01811	0.06649	0.25536	-0.02346	-0.03387	0.0061	0.15379	0.2853	-0.03705	-0.05223	0.0903	0.19888	0.03674	0.0873	-0.01984	0.19608	0.02996	-0.0579	0.05189	-0.23446	0.06064	0.16039	-0.0686	0.01218	0.0665
RID01406	PVT1	BECN1	0.08742	-0.08241	0.05894	0.00403	0.20712	0.17139	-0.15408	0.05791	0.12109	0.04643	0.07581	-0.04521	-0.06228	-0.14723	0.21894	0.19169	0.14657	0.10881	0.00653	0.0357	0.05004	-0.00566	-0.19294	0.05584	-0.04201	-0.01981	0.01667	0.12191	-0.00835	0.2049	0.09912	-0.04655	0.33813
RID01407	RP11-190D6.2	WWOX	0.10374	0.0342	0.05605	0.08189	0.02581	-0.00848	-0.00435	0.44684	0.09953	0.07373	0.2264	-0.007	0.04857	0.529	0.13505	0.03141	0.16607	0.0528	0.14276	0.22928	0.10713	-0.0041	0.08948	0.07868	0.08916	-0.03108	0.3405	0.24658	0.07729	-0.02259	0.12512	-0.13914	-0.01764
RID01408	MALAT1	VIM	-0.13072	-0.07039	-0.15559	0.07219	-0.12333	-0.06987	0.31471	0.0076	0.06886	-0.05651	-0.19313	-0.20231	-0.15458	-0.04873	0.0374	0.18371	-0.13611	-0.1273	-0.15699	0.13425	0.03692	0.02116	-0.13109	-0.14019	-0.20582	-0.07519	0.02377	0.5947	0.05285	0.25035	-0.09893	-0.06919	-0.24309
RID01409	MALAT1	CDH1	-0.07029	-0.03844	-0.07003	0.13486	0.00301	-0.16956	0.34402	-0.153	0.22021	0.13935	0.13901	-0.02695	0.00337	-0.00176	-0.09059	0.2365	-0.09511	0.17942	0.00029	0.05058	0.0063	0.03503	0.0608	0.10471	0.26986	-0.08342	-0.13356	0.18941	-0.06265	0.38067	-0.08293	0.09689	-0.07532
RID01414	miR-216a	MALAT1	NA	0.79974	0.14024	0.11253	NA	0.03452	0.17276	-0.06078	NA	-0.01829	NA	-0.00941	0.19505	NA	0.0497	-0.01977	0.08284	-0.00465	0.00777	0.00666	-0.02599	NA	NA	NA	-0.06604	NA	0.02161	-0.0624	-0.01397	NA	0.28619	NA	NA
RID01415	LINC-ROR	miR-205	NA	0.01966	0.22286	0.01332	-0.11039	-0.01272	0.03875	0.02565	NA	-0.06486	NA	-0.03995	-0.08548	-0.01207	0.05233	0.16907	-0.01468	-0.00559	NA	0.16307	-0.00942	NA	-0.02772	0.09456	-0.03727	0.05948	0.05205	0.105	0.07009	-0.01281	-0.01422	0.02078	NA
RID01416	LINC-ROR	ZEB1	0.06231	0.18584	0.29239	0.07135	0.19468	0.41148	0.34298	0.17216	0.3198	0.01008	0.05059	0.26359	0.16594	0.21195	0.12427	0.04689	0.6727	-0.03861	-0.04031	-0.02544	0.00157	0.38373	0.51221	0.14018	0.18034	0.09843	0.01113	-0.19958	0.30054	0.16526	0.06479	0.09389	0.33034
RID01420	NEAT1	miR-214	-0.03521	-0.03827	0.03317	0.02009	NA	0.0572	0.05584	-0.06537	0.0815	-0.00459	0.08554	-0.01637	0.12236	-0.10257	-0.01688	-0.03677	0.03324	0.00392	-0.13898	0.04631	0.17266	0.00622	-0.03062	-0.1167	-0.04769	0.0436	0.01833	0.20699	0.00799	0.20444	0.01635	-0.11965	-0.02151
RID01421	AFAP1-AS1	TWIST1	-0.03462	0.03514	-0.05511	-0.0394	-0.19212	-0.02901	-0.01515	-0.14626	-0.09622	-0.02222	0.14195	0.01844	0.3424	-0.03425	-0.02999	-0.02477	-0.07588	0.01194	0.10565	-0.04215	-0.01965	-0.0908	-0.05687	0.00734	-0.04994	-0.01247	-0.11339	-0.0421	0.05946	-0.14992	-0.01504	-0.0844	-0.02547
RID01422	AFAP1-AS1	VIM	0.29565	-0.05549	0.04224	-0.0782	-0.03345	-0.02118	-0.13507	-0.13265	0.01818	-0.03263	-0.01054	0.07465	0.00197	-0.1448	-0.08775	0.03871	0.09109	0.11291	-0.1338	-0.02346	-0.1962	0.03761	-0.00681	0.02851	0.04483	-0.06841	-0.03748	-0.1051	0.30484	-0.18066	-0.03831	0.06496	-0.18233
RID01423	AFAP1-AS1	CDH1	-0.00616	0.04721	-0.06285	0.09471	-0.17134	-0.10923	-0.01934	0.08553	0.20007	0.15462	-0.03119	-0.0363	0.1367	-0.02538	0.08459	0.20074	0.28139	-0.01753	0.02174	0.05263	0.34052	0.10118	-0.00293	-0.16896	-0.02283	0.02614	0.22185	-0.19225	0.43344	0.06985	0.03359	-0.17345	0.09607
RID01424	PVT1	miR-146a	NA	0.09347	-0.00733	-0.00123	NA	0.04834	0.59309	NA	NA	0.02566	-0.02261	-0.04708	0.00996	-0.00256	0.01908	NA	-0.03202	-0.01328	-0.00133	-0.00215	-0.02508	0.12619	-0.04606	NA	-0.03711	NA	-0.00419	NA	0.12039	NA	-0.00471	-0.03239	NA
RID01426	HOTAIR	miR-22	NA	NA	-0.03004	-0.00083	-0.05544	0.01498	0.1248	NA	-0.03828	-0.01138	NA	-0.00768	-0.04605	-0.02285	-0.01278	-0.01141	-0.01292	-0.02265	NA	-0.01246	NA	NA	0.01841	NA	NA	-0.03347	-0.02964	NA	-0.01397	-0.01223	-0.00624	-0.01411	-0.00754
RID01427	MALAT1	MCL1	0.37415	-0.01821	-0.10858	0.13024	0.14813	0.06211	0.68317	0.20595	0.12525	0.1879	0.03317	-0.06582	0.14924	-0.06667	0.22328	0.30449	-0.05755	0.26456	0.37831	0.26602	0.27326	0.4123	0.01428	-0.02961	0.07009	0.1998	-0.01303	-0.28178	0.11259	0.51996	0.15316	0.09603	0.45666
RID01428	RP5-833A20.1	NFIA	-0.24936	0.22043	0.2523	0.35184	-0.04665	0.53867	0.36239	0.58674	0.29009	0.1009	0.18217	0.26025	0.00463	0.86312	0.26164	0.17781	0.55135	0.09577	0.47456	0.48005	-0.0182	0.18749	0.67284	0.1072	0.23895	0.23989	0.44388	0.11196	0.32374	0.31273	0.20632	0.22783	0.1539
RID01429	RMRP	miR-206	-0.03916	NA	0.07506	NA	NA	NA	0.20226	0.02969	NA	-0.00494	NA	0.08966	-0.07532	NA	NA	-0.01408	0.03155	NA	NA	-0.028	NA	NA	-0.02271	-0.05923	0.01527	NA	-0.00209	0.00369	-0.01699	-0.04158	-0.00561	-0.0267	NA
RID01430	RMRP	FMNL2	0.04944	-0.01637	-0.057	-0.03624	-0.0671	-0.10001	-0.21573	-0.09255	-0.31387	-0.03526	-0.02805	-0.07321	0.00745	-0.07088	-0.09063	-0.01122	-0.13276	-0.04477	-0.13322	-0.30269	-0.08531	-0.20649	-0.0498	-0.24284	-0.00589	-0.13748	-0.18974	-0.14639	-0.12002	-0.14303	3e-04	-0.03728	-0.09393
RID01431	RMRP	KRAS	0.14245	0.06232	-0.0925	-0.05386	-0.01697	-0.06083	-0.28079	-0.07387	-0.29229	-0.06077	-0.08353	-0.09417	-0.07934	0.00761	-0.01076	-0.01758	-0.07336	-0.07265	-0.16778	-0.08974	-0.07105	-0.19891	-0.1132	-0.13549	-0.06267	-0.10413	-0.06742	-0.04899	-0.17016	-0.26258	0.00438	0.05439	-0.06321
RID01432	RMRP	SOX9	0.03389	-0.05663	-0.08776	-0.02091	0.24644	-0.18549	-0.13621	-0.23657	-0.26572	-0.08613	-0.11732	-0.07573	-0.10818	-0.00725	0.06913	0.02282	-0.08366	-0.0678	-0.13734	-0.19094	-0.06775	-0.06315	-0.08239	-0.10855	-0.0545	-0.04912	-0.15116	-0.11632	-0.10375	0.01169	-0.05203	0.22308	-0.04175
RID01433	LINC00161	IFIT2	0.06561	-0.05915	0.02534	-0.03815	-0.13341	0.01635	0.28525	-0.05044	0.09669	-0.09173	0.17745	0.01733	0.13005	0.09924	0.04572	0.08363	-0.06478	-0.04933	-0.04604	0.03388	0.14166	0.0322	0.01073	0.17709	0.04677	0.0611	0.12437	0.07555	-0.03969	0.33556	-0.00228	-0.09819	0.19047
RID01435	CCAT1	miR-410	-0.05171	0.01091	0.01956	0.09294	-0.13588	-0.00888	0.75376	0.03898	0.14853	0.04613	0.41777	0.17612	NA	-0.01827	0.08989	0.0477	0.00338	-0.04393	0.12419	0.13782	0.0195	0.12344	0.03457	NA	0.04436	0.07406	0.02071	0.04001	-0.00486	-0.02852	0.36752	-0.03741	NA
RID01436	LNCARSR	YAP1	0.41622	0.00056	0.10536	-0.03747	0.36855	0.12085	0.33284	0.0704	0.36257	-0.01718	0.56824	-0.00321	0.31992	0.08247	0.34321	0.37083	0.05615	0.0923	0.55828	0.23328	0.11193	0.1838	0.25857	0.23457	0.20852	0.14669	0.03377	0.2658	0.44097	0.45268	0.10403	0.41282	0.71202
RID01439	SNHG18	SEMA5A	0.44727	0.66397	0.42224	0.65554	0.43963	0.54881	0.45472	0.68954	-0.01093	0.48251	0.11678	0.1496	0.19752	0.13778	0.04379	0.42197	0.41696	0.58742	0.31799	0.58693	0.00144	0.34198	0.28296	0.36797	0.53305	0.42351	0.54124	0.815	0.34515	0.53168	0.58994	0.69051	0.20808
RID01440	H19	IL6	-0.02437	-0.03771	0.04636	-0.03521	-0.09422	0.01758	-0.09068	-0.00814	-0.0567	0.00035	0.24342	0.27425	0.17768	-0.03116	0.01066	-0.05909	0.04673	-0.02841	-0.06764	0.12858	0.14046	-0.02325	0.13599	0.0246	-0.04966	0.05619	0.00659	-0.05788	0.1528	0.13474	-0.01614	0.03456	-0.0213
RID01441	HULC	CXCR4	0.01864	-0.06939	-0.03598	-0.01042	-0.11817	-0.10106	0.06202	-0.00723	-0.09663	0.08447	0.23055	-0.04229	-0.01071	-0.11111	0.0037	-0.21074	-0.04804	0.24569	0.21777	0.1123	-0.03282	0.05978	0.02224	-0.04988	-0.00145	-0.03166	-0.03816	0.14222	-0.0687	-0.18437	-0.06399	-0.04557	-0.11327
RID01442	SNHG5	MTA2	0.19413	-0.04097	0.06271	-0.12207	-0.20052	0.06558	-0.08613	-0.00574	-0.22439	-0.08974	0.09811	0.02362	0.03357	-0.13591	0.03495	-0.01077	-0.03842	-0.07738	-0.26624	-0.14896	-0.02194	-0.03305	-0.09942	0.13338	-0.12326	0.09486	0.10164	0.0035	0.02071	-0.18508	0.15865	-0.24144	-0.06705
RID01443	H19	RB1	0.04981	-0.06701	-0.03171	-0.03204	-0.02872	-0.03711	0.03774	-0.06577	-0.14514	0.02446	0.07309	-0.0132	-0.04133	-0.05733	0.11258	-0.03766	-0.01596	0.00231	0.09438	0.13203	-0.13126	-0.06844	-0.06342	-0.00956	0.083	0.03628	-0.08955	0.45397	-0.08633	-0.00409	-0.03075	-0.01638	-0.12901
RID01444	H19	E2F1	0.08558	-0.04254	-0.03722	0.02146	-0.01137	0.00648	0.06097	-0.03302	0.03381	-0.06153	0.1994	0.10612	0.01341	-0.11068	0.23556	0.01258	0.18209	0.04613	-0.01056	0.01203	0.16812	0.15155	-0.02991	0.00076	-0.17798	0.08438	0.34303	-0.20679	0.04574	0.03083	0.08504	-0.10332	-0.02913
RID01445	H19	CDK8	0.11467	-0.00559	-0.00783	0.01198	0.16895	0.08878	-0.02209	0.03455	0.05174	0.10664	0.09061	0.07492	-0.08166	0.02676	0.01376	0.04244	0.19275	-0.05647	0.22782	0.07757	-0.05565	-0.09204	-0.07932	0.12133	-0.02992	0.19619	0.1063	0.19373	0.00549	-0.09701	0.09468	-0.04983	-0.03676
RID01446	H19	CTNNB1	0.05914	-0.02972	0.02035	0.02816	0.09107	0.03532	0.02544	0.00451	-0.0302	-0.13384	-0.07614	0.04237	0.02621	-0.01535	0.20333	-0.0143	-0.02371	-0.028	0.06636	0.04905	0.06896	-0.01673	-0.08472	0.04651	-0.07476	-0.05892	0.31329	0.45702	-0.0261	0.23116	0.01674	0.03875	-0.03174
RID01447	GIHCG	miR-200b	-0.09136	-0.08834	0.02474	-0.08392	-0.01313	-0.01939	-0.05106	-0.08007	-0.02202	0.07675	0.02604	-0.07042	0.06661	0.01077	-0.01168	0.04886	0.02276	0.06621	0.02214	-0.0408	0.03725	NA	-0.05593	0.02503	-0.03867	-0.01	-0.1065	0.31974	0.0097	-0.52115	0.03981	-0.20536	NA
RID01448	GIHCG	miR-200a	NA	-0.08423	0.03878	-0.03936	-0.03583	-0.00253	-0.10373	-0.10119	-0.0217	0.09257	0.02232	-0.06737	0.06279	-0.01486	0.02878	0.09209	0.04509	0.01537	-0.00153	-0.01842	-0.01227	-0.01685	-0.062	-0.00504	-0.03609	-0.01249	-0.174	0.2596	-0.00095	-0.51421	0.07102	-0.23936	NA
RID01449	GIHCG	miR-429	-0.18585	-0.09363	0.05537	0.00913	0.04603	-0.02725	-0.13968	-0.10654	-0.01185	0.10839	-0.05099	-0.07326	0.13808	-0.04753	-0.00255	0.06444	0.05065	0.06613	-0.05307	-0.03406	-0.0762	0.04405	0.00373	0.01436	-0.05288	-0.01716	-0.2017	0.2674	0.04701	-0.60034	0.10266	-0.30618	NA
RID01451	UCA1	SOX4	0.28966	0.03466	0.00886	0.03629	0.10274	-0.05635	-0.01461	-0.04656	0.16942	-0.03985	0.49122	0.10262	0.02007	0.13177	0.08305	0.2303	0.12088	-0.01544	-0.08681	-0.03144	0.26476	0.19833	-0.03115	0.01182	0.02056	0.01601	0.16249	-0.0942	0.19765	0.30809	0.11691	0.05941	0.39876
RID01453	UCA1	HIF1A	0.13778	-0.02457	0.07026	0.05055	-0.07057	-0.09238	0.15451	-0.13139	0.01632	-0.00852	0.01422	0.09633	0.13505	0.01163	0.04037	0.22991	0.06391	-0.05406	-0.02224	0.02731	0.13512	-0.07095	0.17412	0.0375	0.09513	0.07108	-0.05208	-0.06861	0.04984	0.06562	0.03218	0.51816	0.34299
RID01454	HULC	NKD2	-0.08322	-0.00174	-0.06871	0.01128	0.017	0.03323	0.09023	0.02989	0.19911	0.16044	-0.20178	-0.02622	-0.15271	0.03047	0.03447	-0.11427	-0.00365	0.05048	0.04758	0.16485	0.03117	0.12759	-0.03415	-0.10031	0.13779	-0.01764	0.01567	0.00271	-0.12622	-0.10163	-0.02865	0.0469	-0.26973
RID01455	H19	VASH2	-0.00819	-0.01404	-0.03323	-0.00959	0.14571	0.15226	-0.00557	-0.00695	0.12606	0.02377	0.35181	-0.01406	0.03552	0.04656	0.03057	-0.05276	0.17579	-0.00715	0.12405	-0.04416	0.00625	0.0043	-0.0257	0.14819	0.06448	0.30245	0.29011	0.05762	0.21438	0.37644	-0.0433	-0.18103	0.01257
RID01456	HULC	TERF2	0.01699	0.02419	0.00016	0.10484	-0.15361	-0.01642	0.05387	0.05354	0.35763	-0.01275	0.22706	-0.05288	-0.03114	0.07998	0.02569	0.08031	0.04383	-0.02513	0.05873	0.27392	-0.06426	0.11389	0.0789	-0.06345	0.04338	0.0228	-0.0113	0.03709	0.18869	-0.08555	-0.01602	0.12593	-0.08649
RID01457	MALAT1	TERF2	0.14143	-0.01441	0.00557	0.17538	0.35674	-0.05541	0.49979	-0.11625	0.37351	0.20383	0.34764	-0.04633	0.24906	0.11417	0.06965	0.24042	-0.07663	0.15213	0.22019	0.13223	0.27875	0.03458	0.28148	0.20935	0.20689	0.17658	-0.0045	0.36723	0.10916	0.49825	-0.08925	0.17902	0.1872
