RID	Regulator	Target	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
RID01642	ZEB1-AS1	MMP2	0.24604	0.02113	0	0	0.40391	0	0.37438	0.02524	0.95318	0.00013	0.00322	0.03166	0.81765	0.01145	0.87221	0.08632	0.00011	0.01171	0.00089	0.11095	0.02575	0.81283	1e-04	0.00015	0.59871	0.03731	0.00015	0	0.59413	0.30006	0	0.7072	0.73072
RID01643	ZEB1-AS1	MMP9	0.42715	0.57388	0.05913	0.04036	0.24141	0.01816	0.3579	0.30118	0.20397	0.03812	0.00828	0.06512	0.03291	0.59179	0.02694	0.098	0.0187	0.04902	0.12035	0.00179	0.16418	0.02937	0.05523	0.05024	0.06718	0.12087	0.97198	0.90663	0.00973	0.01301	0.31956	0.98107	0.15617
RID01644	ZEB1-AS1	CDH2	0.89124	0	0.31386	0.01475	0.00305	0	0.78617	0.20265	0.42935	0.17993	0.07341	0.07918	0	0.03383	0.16846	0	7e-05	0.00335	0.23732	0	2e-04	2e-05	0.07304	0.08212	0.10914	0	0.00038	0.00992	0	0.72242	0	0.50114	0.01834
RID01645	ZEB1-AS1	ITGB1	0	0	0	0	0.01636	0	0.00078	0.03963	0.11682	0.44896	0.00152	0.00091	0	0.88929	0.26805	0	0.001	0.80951	0.03867	0	0	0.01185	0	0	0	0	0	0	0	0.06353	0	0.01836	0
RID01646	ZEB1-AS1	CDH1	0.38686	0.01501	0.71734	0.03087	0.67356	0.6005	0.50304	0.11786	0.28486	0.9746	0.00696	0.2488	0.66628	0.77927	0.37906	3e-05	0.00413	0.00732	0.15151	0.00061	0.00056	0.00409	0	0.56203	0.64194	0	0.04154	0.29784	0	0.00015	0.73563	0.46786	0.56492
RID01647	MALAT1	TGFA	0.75418	0.08352	0.08991	0.91703	0.73017	0.14483	0.00159	0.30692	0.61091	0.11313	0.02615	0.01871	0.6016	0.59449	0.05972	2e-05	0.08148	0.32538	0.10246	0.01487	0.22581	0.00011	0.42634	0.43406	0.42653	0.26758	0.0763	0	0.85127	0.08716	0.13602	0.42279	0.3003
RID01648	SOCS2-AS1	TNFSF10	0.00778	0.258	0.47201	0.25189	0.46525	0.70752	0.90187	0.18414	0.31223	0.17942	0.14083	2e-05	0.06957	0.06164	0.11834	0.01412	0.71681	0.11722	0.61185	0.94163	0.02555	0.28057	0.15211	0.62198	0.44027	0.13901	0.54588	0.16455	0.18852	0.224	0.88717	0.60794	0.00029
RID01649	NEAT1	E2F3	0.46704	0.23098	0	0.86206	0.81798	0.00682	0.02532	0.23336	0.01533	0.43685	0.87882	0.84888	0.11321	0.00091	0.0756	0	0.18917	0.82358	0.1274	0.02329	0.17385	0.04943	0.05017	6e-05	0.87149	0.89714	0.02569	0.03533	0.7613	0.06337	0.02056	0.76864	0.174
RID01650	TUG1	CELF1	0	0	0	0	3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RID01651	PVT1	miR-200b	0.72342	0.3026	0.97618	0.55257	0.19866	0.00036	0.86368	0.1553	0.77876	0.29642	0.82981	3e-05	0.39634	0.86947	3e-05	0.00351	0.61733	0.32118	0.91283	0.00087	0.27995	NA	9e-04	0.00509	0.41377	0.3312	0.42267	0.50855	0.00461	0.15741	0.30029	0.0479	NA
RID01652	MEG3	NOTCH1	0.18705	0.34709	0.73201	0.05185	0.88412	0.06275	0.38375	0.06519	0.09919	0.23695	0.87816	0.09322	0.66446	0.25088	0.38662	0.86821	0.0767	0.68378	0.02435	0	0.12693	0.89427	0	0.00292	0.05026	0.00032	0.02712	0.20524	0.54184	0.16404	0	0.39345	0.00475
RID01653	MEG3	HES1	0.91672	0.00037	0.4028	0.38673	0.09568	0.01742	0.89301	0.9939	0.07834	0.27495	0.28495	0.09725	0.01936	0.49326	0.39696	0.62782	0.05165	0.90397	0.17266	0	0.01607	0.68209	0.39128	0.4621	0	0.02152	0.68519	0.25586	0.84856	0.00023	0.29388	0.31524	1e-05
RID01654	HOTAIR	FOXM1	0.22187	0.19807	0.30244	0.01247	0.1337	0.22884	0.66678	0.32245	0.46107	0.54696	0.70957	0	0.02588	0.88211	0	0	0.04758	0.02102	0.23045	0.03493	0.29647	0.87373	0.15984	0.7246	0.05339	0.11081	0.00027	0.00035	0.15673	0.65984	0.00138	0.01859	0.20394
RID01655	HOTAIR	FOXA1	0.30559	0.25081	0.039	0.55543	0.59647	0.61168	0.74695	0.13989	0.52438	0.91601	0.14521	0.00353	0.65552	0.62495	0	0.52699	0	0.06858	0.72631	0.735	0.00282	0.16927	0.62015	0.55947	0.29413	0.00032	0.04068	3e-05	0.33057	0	0.70483	0.22315	0.00106
RID01656	HOTAIR	PDCD4	0.19335	0.69666	5e-05	0.86213	0.5922	0.21077	0.95396	0.54908	0.00013	0.82404	0.54101	0.08209	0.25166	0.48002	0.00051	8e-05	0.17563	0.79641	0.77444	0.23173	0.39092	0.95389	0.1974	0.44978	0.46307	0.86609	0.44569	0.3583	0.52292	0.53817	0.88428	0.1628	0.25658
RID01660	UCA1	FOXM1	0.5225	0.02096	0.00128	0.21798	0.64147	0.02594	0.85524	0.16441	0	0.09745	1e-05	0.83392	0.00024	0.39379	0.31378	0.56053	0.0037	0.3893	0.80139	0.22628	0.00169	0.00108	0.12682	0.19151	0.10813	0.03655	0.76592	0.00017	0.69886	0.10861	0.63021	0.97843	0.33297
RID01661	CRNDE	PIWIL4	0.16924	0.66971	0	0.10914	0.75865	1e-05	0.33028	0	0.00134	0	2e-05	1e-05	0	0.00034	0	0.68856	0.56149	0.06853	0.23533	0.01876	0	0.45132	0.02662	0.15095	0.00336	0.20965	4e-05	0.01256	0	0.10342	0.0132	0.42632	0.00146
RID01663	TUSC7	EPHA4	0.21774	0.66627	0	0.91633	0.76994	0.10863	0.86766	0.64198	0.43007	0.70236	0.95044	0.31325	0.25422	0.05063	0.28134	0.9658	0.20851	0.12622	0.82257	0.19358	0.82695	0.29197	0	0.73649	0.0056	0.5103	0.03437	0.62146	0.51811	0.48363	0.49928	0.59764	0.92958
RID01664	UCA1	MMP14	0.81219	0.02735	0.22624	0.54799	0.74732	0.12091	0.91021	0.10444	0.34506	0.56752	0	0.1711	0.69431	0.33911	0.89812	0.01489	0.00019	0.87943	0.61074	0.7107	0.00618	0.74887	0.00221	0.76419	0.00394	0.59199	0.5697	0.15561	0.04205	0.00279	0.16249	0.08121	0.99897
RID01665	TUSC7	BCL2	0.4197	0.87865	0	0.89069	0.87721	0.00785	0.77617	0.42472	0.97381	0.72796	0.26183	0.71792	0.49768	0.93208	0.44765	0.2373	0.00046	0.68264	0.96327	0.95614	0.84409	0.87303	0	0.71139	0.64375	0.40882	0.5623	0.66682	0.60146	0.69396	0.58909	0.20474	0.00112
RID01666	TUG1	VEGFA	0.00013	0	0	0	0.01967	0	0	0.10606	0	0	0	0	0.13758	0.2649	0.07715	0	0	0	0.03287	0	4e-05	1e-04	0	0	0.10262	0	0	0	0	0	0	0.65181	2e-05
RID01667	CASC11	HNRNPK	0	0.18866	0.11237	0.94126	0.1084	0.07158	0.31368	0.71787	0.00375	0.00236	3e-05	0.03579	0.07708	0.41081	0	0	0.20571	0.87086	0.27986	2e-05	0.16624	0.00025	0.28059	0.47889	0.00959	0.18528	0.24808	0.92956	0	0.2452	0.94911	0.7454	0.00046
RID01668	MYC	CASC11	0.01699	0	2e-05	0	0.01361	0	0.15802	0.20366	6e-05	0	0.05506	0.9692	0.45062	0.67742	0	2e-05	0	2e-05	0.6321	0	0	0.08706	0.00024	0.2321	0.50355	0.01503	0.00258	0.09753	0.00042	1e-05	0	0.00035	0.00367
RID01669	RMRP	CCND2	0.62384	0.59308	0.1107	0.68859	0.68105	0.02357	0.44071	0.62096	0.32553	0.60041	0.46691	0.12624	0.61022	0.21609	0.03659	0.65451	0.42178	0.25866	0.14148	0.04486	0.6401	0.30932	0.7864	0.16599	0.66312	0.52662	0.07866	0.83891	0.0747	0.41453	0.95733	0.00709	0.85594
RID01670	DANCR	TIMP2	0.95672	2e-05	0.0066	0.15462	0.34712	0	0.10137	0.05172	0.45315	0.78625	0	0	0.62243	0.00161	0.904	0.01403	4e-05	0	0.95621	0.30531	0.00058	0.95569	0	0.00012	0.01115	0.71619	0.00154	0.03911	0	0.02617	0.4115	0.81904	0.45335
RID01671	DANCR	TIMP3	0.13973	0.01686	0.20727	0.07372	0.83444	0	0.97916	0.02302	0.78472	0.00104	0.26179	0.42251	0.02345	0.00671	0.5283	0.28918	0.00546	2e-04	0.73855	0.50815	0.00014	0.90641	0	2e-05	0.20808	0.10237	0.00025	0.32309	0	0.12157	0.80936	0.62525	0.22165
RID01672	HIF1A-AS2	HMGA1	0.96417	0.14804	0.01483	0.25433	0.74308	2e-05	0.39878	0.00255	0.36324	0.73156	0.79425	0.04364	0.21536	0.00016	0.95625	0	0.08909	0.63947	0.81868	0.73459	0.15357	0.1939	1e-05	0.15123	0.1094	0.06094	0.03073	0.03965	0.01211	0.06687	0.01297	0.46308	0.17776
RID01673	HOXA13	HOTTIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RID01674	H19	ABCB1	0.53221	0.14037	0.1546	0.19162	0.17774	0.32316	0.90127	0.95841	0.16266	0.03494	0.00659	0.03754	0.07916	0.29232	0.55744	0.15205	0.07772	0.62126	0.47152	0.02815	0.25221	0.32846	0.26974	0.10216	0.55448	0.62068	0.7828	0.28229	0.00237	0.59018	0.36562	0.77097	0.004
RID01675	H19	ABCC1	0.82121	0.69225	0.70559	0.97598	0.7426	0.00794	0.23645	0.109	0.63588	0.18721	0.02667	0.63068	0.42575	0.00107	0.38991	0.46133	0.25159	0.03427	0.18448	0.01829	0.42235	0.13872	0.0558	0.9679	0.00717	0.00999	0.36667	0.79772	0.63174	0.45516	0.94544	0.6502	0.77277
RID01676	H19	ABCG2	0.46886	0	0.66372	0.18942	0.07035	0.91638	0.78386	0.88594	0.03647	0.11833	0.76182	0.21311	0.05957	0.50436	0.17783	0.01981	0.05586	0.00022	0.68884	0.32839	0.34409	0.12081	0.30958	0.94792	0.38163	0.88033	0.71114	0.43266	0.00017	0.13121	0.78247	0.62262	0.38946
RID01677	BCYRN1	BCL2L1	0.32902	0.43423	0.98017	0.86476	0.84603	0.00201	0.46522	0.04407	0.99162	0.00131	0.24392	0.01133	0.26302	0.0142	0.00053	0.82642	0.53907	0.00994	0.31555	0.02261	0.87406	0.00061	0	0.14846	0.38695	0.46095	0.00107	0.05726	0.04821	1e-04	0.08842	0.56403	0.80583
RID01679	CRNDE	CASP3	0.00338	0.00066	0	0.00106	0.72841	7e-05	0.4405	0.81943	0.03478	0	0.07347	0.00016	0.79867	0.04367	0	0.07585	0.15115	0.00793	0.02421	0.08528	0.00016	0.02284	0	0.01538	0.08904	0	0.00041	0.25357	0	0	0	0.29669	0.00672
RID01680	CRNDE	PCNA	0	0.0185	0	0	0.02474	0.11673	0.96796	0.00026	0.18088	0	1e-05	0.00077	0.0322	0.99855	0	0	0.02859	0.00016	0.28515	0.01233	0.00298	0.27559	0	0.15917	0	0	4e-05	0.60393	0.4468	0	0.04157	0.15918	0.05453
RID01681	H19	YES1	0.87617	0.08105	0.04723	0.48786	0.63326	0.62879	0.42934	0.63619	0.32653	0.05604	0.96947	0.46389	0.96874	0.45542	0.15901	0.31841	0	0.90282	0.06793	0.48688	0.12868	0.45995	0.06632	0.57737	0.54552	0.13274	0.22113	0.01863	0.31641	0.0519	0.30033	0.932	0.74568
RID01687	HOTTIP	HOXA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RID01688	CDKN2B-AS1	CDKN2B	2e-05	0	0	1e-05	0.00234	0	0.08711	0.02938	0	0.52774	0	7e-05	0.03165	0	0	0	0	0	5e-05	0	0.00356	0	0.00706	0	0	0.09379	0	0	0	0.02551	0	0.04049	0
RID01689	CDKN2B-AS1	BCL2	0.53577	0	0.00107	0.7388	0.01541	0.44246	0.77102	0.0108	0.15053	6e-05	0.11577	0.25679	0.00467	0.07022	0.00125	0.13473	0.28894	0	0.17654	0.71239	0.04182	0.39861	0	0.85908	0.00035	0.27347	0.2856	0	1e-05	0.46381	0.46176	0.57478	0
RID01690	MALAT1	MMP13	0.67575	0.65629	0.53432	0.9363	0.97456	0.47987	0.71622	0.9746	0.6135	0.5465	0.00662	0.75224	0.45718	0.04061	0.00644	0.08528	0.47502	0.04717	0.59028	0.72146	0.27918	0.44723	0.33006	0.54606	0.3893	0.53597	0.28751	5e-05	0.00227	0.00122	0.03295	0.89518	0.15911
RID01691	MALAT1	MMP19	0.68053	0.84299	0.09968	0.82016	0.77838	0.3751	0.3136	0.12589	0.97691	0.46409	0.02148	0.50392	0.65901	0.24902	0.071	0.00019	0.4053	0.01119	0.0226	8e-05	0.01103	0.04125	0	0.21259	0.00185	0.33313	0.58408	0.00182	0.18891	0	0	0.4619	0.92669
RID01692	MALAT1	ADAMTS1	0.79369	0.84819	0.75789	0.65113	0.76265	0.05506	0.00432	0.60086	0.15822	0.62375	0.14085	0.4793	0.0139	0.08996	0.16501	0.02391	0.75514	0.03633	0.33642	0.00016	0.02371	0.00013	0	0.07444	0.00012	0.00773	0.24944	0	0.95593	0	2e-05	0.41741	0.00068
RID01700	HNF1A-AS1	BCL2	0	0.62488	0	0.41327	0.85821	0.1362	0.78472	0.17884	6e-05	0	0.77264	0	5e-05	0.19517	0.18841	0.01222	0.62508	0.82434	0.00203	0.77777	0.24075	0.48767	0.82202	0.01347	0.03716	0.01167	0.40245	0.00061	0	6e-04	0.05265	0.46687	4e-05
RID01701	HNF1A-AS1	ATG5	0.26518	0.28466	0.03269	1e-05	0.55762	0.036	0.0184	0.25117	0.8571	0.3764	2e-05	0.89178	0	0.00273	0.00225	0.01474	0.04983	0.48876	0.01267	0.13011	0.75439	0.00596	0.14162	0.07489	0.26794	0	0.65974	9e-05	0	3e-05	0.41176	0.13513	0
RID01702	H19	EZH2	0.89075	0.11116	0.96964	0.37292	0.19384	0.33891	0.75786	0.72116	0.17239	0.09783	0.62117	0.68166	0.51011	0.36018	0	0.13397	0	0.46978	0.40839	0.18355	0.91509	0.78888	0.14325	0.98896	0.03222	0.00019	6e-05	0.49404	0.01423	0.34126	0.60352	0.29386	0.33097
RID01703	GAS5	PTEN	0	0.44494	0.49331	0.16267	0.10532	0.01353	0.57608	0.61454	0.28999	0.00915	0	0.03888	0.22266	0.04342	0.65417	0.86853	0.22404	0.66901	0.98217	0.63453	0.67922	0.07164	0.07089	0.82923	0.81254	0.01145	0.03301	0.58192	0.64042	0.52085	0.00917	0.50212	0.04994
RID01704	LNCARSR	AXL	0.43082	0.09846	0.79823	0.6662	0.60857	0.35134	0.0982	0.76269	0.00124	0.71303	0.73845	0.41993	0.00068	0.85831	0.00136	0.01141	0.00077	0.84089	0.81044	0	0.59607	0.23924	0.00388	0.4246	0.25902	0.00834	0.21	0.02296	1e-05	0.00035	0.99181	0.26309	0.00532
RID01705	LNCARSR	MET	0.79164	0.91602	1e-05	0.09439	0.29129	0.90115	0.80579	0.23728	0.60306	0.12363	0.00235	0.01828	1e-05	0.02564	0.48828	0.00018	0.71323	0.52791	0.1634	7e-05	0.73881	0.23111	0	0.00019	0.2971	0.41527	0.22079	0.02464	0.10725	5e-05	0.4776	0.85892	0
RID01706	LINC00673	NCALD	0.0807	0.39044	2e-04	0.38181	0.01367	0.97333	0.075	0.36902	2e-05	0	0.54054	0.15074	0.86961	0	0.24751	0.36264	0.21393	0.00292	0.01159	3e-05	0.18031	0	0	0.27956	0.57377	0.00031	0.00162	0	0.50199	0	0.70414	0.42646	0.02102
RID01707	MALAT1	CTNNB1	0.24238	0.29562	0.00056	0.01246	0.0656	0.00112	0.00019	0.14123	0.30573	0.76194	0.47467	0.03539	0.96917	0.07934	0.02563	0.19049	0.03182	0.66131	0.16484	0.03075	0.07527	0.67628	0.01943	0.22579	0.00374	0.21707	0.16974	0	0.45103	1e-05	0.15067	0.00151	1e-05
RID01708	MALAT1	EZH2	0.27332	0.91779	0.00705	0.0206	0.67512	0.00109	0.02823	0.14269	1e-05	2e-04	0.29904	0.61709	0	0.0287	0.00103	0	0.1569	0	0.38597	0	0.09487	0.0116	0.15239	0.25908	0	0.18068	0.12702	0.00326	0.017	0.42653	0.14012	0.38619	0
RID01709	MALAT1	LIN28A	0.35858	0.7093	0.03237	0.94138	0.43364	0	0.28088	0.02276	0.07243	0.18899	0	0	0	0.00023	0	0.6894	0.63067	0.62984	0.10144	0.07068	0	0.00016	0	0.01207	0	0.16016	0.00101	0.30079	0	0	0.00034	0.32727	0
RID01710	FTX	DDX58	0.03328	0.92659	0.60934	0.00027	0.06358	0.65773	0	0.01517	0.02043	0.00075	0.00108	0.00081	0	0	2e-05	0	0.57324	0.00019	0.28741	6e-05	4e-05	0	0	0.00124	0.00065	0	0	0.08989	0	0.81486	0.09178	0.33113	0.00045
RID01711	SNHG1	TP53	0.01507	4e-05	0	0.00114	0.57613	0.97412	2e-05	0.00036	0.30017	0.0023	0.09894	1e-05	0	0.02867	0	0	0.02832	0.13893	0.13447	1e-05	0.11309	0.44412	0.31595	0.24487	0	0.11777	0.00074	0.05189	0	0	0.00731	0.45096	0.04799
RID01712	UCA1	PARP1	0.59454	0.12033	0.9143	0.06095	0.09937	0.96469	0.90603	0.13895	0	0.77148	0.00176	0.73282	0.00354	0.00957	0.97502	0.81165	0.34864	0.58724	0.49567	0.47529	0.72435	0.14396	0.2612	0.58933	0.44994	0.30075	0.80061	0.25732	0.12922	0.77292	0.38968	0.20127	0.06027
RID01713	UCA1	BCL2	0.44699	0.19578	0.0792	0.50071	0.00591	2e-05	0.43554	0.31324	6e-05	0.08175	0.31076	0.00426	0.96772	0.30396	0.00878	0	0.20257	0.36378	0.25727	0.11133	0.13531	0.90413	0	0.89003	0.67516	0.68147	0.11692	0.10307	0.38621	0.15812	0.02194	0.75768	0.00073
RID01714	LINC-ROR	ZEB1	0.58537	0.00014	0	0.21329	0.25522	0	0.01701	0.01911	2e-05	0.81823	0.68664	0	0.00454	0.0044	0.00403	0.36582	0	0.38706	0.71084	0.59877	0.98331	0	0	0.0708	0.00334	0.03252	0.82094	0.01249	0	0.07127	0.12633	0.48724	0.00277
RID01715	MALAT1	PROM1	0.94929	0.56648	0.10841	0.00813	0.1549	0.82341	0.18426	0.35277	0.78601	0.99	0.59604	0.4371	0.00679	0.6167	0.97705	0	0.6155	0.60003	0.91862	0.55373	0.39323	0.36734	0.44732	0.0576	0.01917	0.70295	0.12349	0.01203	0.02705	0.55637	0.42497	0.82618	0.79397
RID01716	H19	ZEB1	0.41694	0.085	0.1139	0.24159	0.31433	0.84248	0.87337	0.57128	0.71043	0.67214	0.62311	0.91465	0.50264	0.38754	0.27917	0.33073	0.05802	0.0161	0.83611	0.10481	0.97785	0.98004	0.01248	0.58501	0.38232	0.14971	0.27056	0	0.17168	0.70639	0.59708	0.59915	0.71006
RID01717	H19	ZEB2	0.02246	0.09234	0.07192	0.0851	0.99386	0.49112	0.81824	0.71158	0.333	0.17892	0.00574	0.46057	0.32955	0.24484	0.38448	0.48123	0.02834	0.01443	0.01748	0.02111	0.96649	0.84962	0.48813	0.466	0.44449	0.84078	0.16453	0	0.00908	0.55047	0.49837	0.24006	0.54313
RID01719	PVT1	LATS2	0.36161	0.34266	3e-05	0.74886	0.32499	0.55106	0.51073	0.87442	0.02061	0.00908	0.00154	0.11776	0.5981	0.01274	0	0.24694	0.08213	0.02493	0.48303	0.66555	0.43939	0.99706	0.02492	0.9926	0.39648	0.59453	0.31065	0.00367	0.00624	0.02858	0.79092	0.69183	0.0176
RID01720	CCAT1	MYC	2e-04	0	0.00477	0.00893	0.15098	0	0.70338	9e-05	0.12086	0	0.04823	0.16214	0	0.3508	0.05525	0	0	0	0.04707	0.00016	0	0.92663	0.30979	0	0.34384	0.01555	0	0	0.35052	0	0.0637	0.00236	0.00106
RID01721	LINC00668	CDKN2B	0.77394	0.44086	0.92983	0.12683	0.01827	0.05974	0.97383	0.97559	0.42365	0.14296	0.00828	0.61289	0.23896	0.15537	0.88402	0.07653	0.08511	0.87934	0.67873	0.91821	0.60328	0.81028	0.76911	0.28273	0.22806	0.5319	0.64271	0.59453	0.43748	0.73695	0.30743	0.76484	0.35837
RID01722	E2F1	LINC00668	0.3881	0.09903	0.87319	0.91095	0.44076	0.71822	0.63838	0.08081	0.15226	0.63518	0	0.00686	0.72082	0.25595	0.00013	0.01284	0	0.30482	0.96763	0.00932	0.13874	0.00601	1e-04	0.41432	0.03003	0.98067	0.10744	0.00032	0.34154	0.13475	0.87189	0.01083	0.83062
RID01723	LINC00668	CDKN2A	0.76516	0.03464	0.52505	0.00751	0.01475	0.11062	0.93427	0.46141	0.83042	0.03887	0	0.9842	0.18983	0.24408	0.1494	0.01689	0.00665	0.47859	0.51121	0.32579	0.58072	0.46555	0.37997	0.48685	0.28135	0.30351	0.56362	0.84534	0.91366	0.96776	0.05404	0.02952	0.88251
RID01724	LINC00668	CDKN1A	0.52976	0.16055	0.46271	0.07628	0.15103	0.97479	0.52137	0.95326	0.20365	0.22199	0.5785	0.37497	0.87887	0.00502	0.28315	0.39692	0.58799	0.21111	0.46852	0.8893	0.43068	0.25405	0.40605	0.31513	0.19521	0.02083	0.28576	0.00178	0.00164	2e-04	0.01494	0.03795	0.97177
RID01725	LINC00668	CDKN1B	0.27823	0.05238	0.20237	0.87289	0.07501	0.34828	0.15889	0.6132	0.31106	0.16443	0.00299	0.43385	0.35944	0.02545	0.01586	0.14411	0.07329	0.99129	0.45156	0.01011	0.06031	0.79255	0.08426	0.40425	0.87784	0.51365	0.03626	0.98366	0.0135	0.18638	0.27096	0.56778	0.39775
RID01726	LINC00668	CDKN1C	0.57873	0.30885	0.39199	0.4864	0.02583	0.00057	0.49988	0.48192	0.52433	0.16229	0	0.17934	0.79098	0.70636	0.10497	0.93708	0.0201	0.28685	0.19355	9e-05	0.01764	0.30386	0.86572	0.00128	0.92568	0.62889	0.64201	0.0015	0.00399	0.68282	0.91747	0.93146	0.51165
RID01727	MEG3	GDF15	0.17981	0.15601	0.6709	0.69133	0.08045	0.04946	0.41113	0.91395	0.43281	0.41731	0.52234	0.66974	0.19132	0.14987	0.98255	0.66492	0.66926	0.70443	0.84806	0.01293	0.42515	0.8942	0.00449	0.02503	0.59295	0.08718	0.2343	0.39274	0.67099	0.13491	0.13471	0.64821	0.15512
RID01728	MEG3	MDM2	0.93233	0.57551	0.03867	0.55653	0.83409	0.01245	0.692	0.79196	0.23068	0.42285	0.00083	0.26465	0.02446	0.11868	0.27492	0.83477	0.88281	0.53213	0.01993	0.3015	0.13874	0.00018	0.47649	0.068	8e-05	0.56043	0.14841	0	0	0.24059	0.23563	0.20855	0.00027
RID01729	XIST	SMAD7	0.8671	0.42482	0.00052	0.47915	0.39338	0.77622	0.63812	0.12098	0.95446	0.07321	0.91016	0.01046	0.01222	0.97811	0.78647	0.10721	0.52819	0.07002	0.23156	0.00027	0.44586	0.01537	0.71434	0.29041	0.14115	0.18297	0.32343	0	0.61921	0.44386	0.00011	0.00011	1e-05
RID01730	MYC	TINCR	0.4458	0.68048	0.05053	0.03527	0.29639	0.98296	0.42615	0.01933	0.24965	0.15043	0.49621	0.79728	0.96733	0.81139	0.14404	0.0634	0.46125	0.00038	0.0879	0.74278	0.38945	0.38773	0.32128	0.39403	0.58867	0.8025	0.01961	0.58579	0.67881	7e-05	0.68605	0.33997	0.28189
RID01731	TINCR	EPCAM	0.10745	0.01043	0	0	0.5423	0.06349	0.16827	0.06797	0.00031	0.00024	0.03574	0.12	0.87253	0.4654	0	0.50929	0.92478	0.21283	0	0.45952	0.39213	0	0.00026	0.28474	0.8335	3e-05	0.07793	0.03909	0.00146	0.01248	0.2995	0.85346	0.53174
RID01732	miR-141	H19	NA	0.35191	0.0318	0.12172	NA	0.74825	0.70733	0.55184	NA	0.93967	0.41139	0.63228	0	0.84565	NA	0.7347	0.18487	0.21629	NA	0.23913	0.90214	NA	0.49777	0.00451	0.99839	0.75273	0.8122	0.14184	0.68708	0.45778	0.99017	0.43431	NA
RID01734	TP73-AS1	BDH2	0.36289	0.08869	0	0.0379	0.71704	0.04778	0.9239	0.00192	0.21491	0	0.02197	0	0.00067	0.89181	0	0.00032	0	0	0.08019	0	0.01514	0.22499	0.0055	0.58246	0.04224	0.00116	3e-05	0	0	0.00367	0	0.40382	0
RID01739	UCA1	CREB1	0.33092	0.77109	0.0974	0.54857	0.2516	0.05148	0.17345	0.46267	0.00057	0.77926	0.81008	0.03038	0.09392	0.0568	0.81018	0.00169	0.22978	0.3029	0.76899	0.24911	0.07265	0.04853	0	0.05439	0.46355	0.09598	0.713	0.20589	0.5627	6e-05	0.67688	0.76916	0
RID01740	AFAP1-AS1	RHOA	0.00017	0.91825	0.00149	0.51817	0.2476	0.25098	0.25368	0.0133	0.2168	0.052	0.89516	0.11787	0.05543	0.92974	0.16526	0.00616	0	0.01597	0.2568	0.07247	0.00349	0.04423	0.20189	0.16413	0.85412	0.4922	0	0.92497	0	0.04424	0.09212	0.98113	0.3911
RID01741	AFAP1-AS1	RAC2	0.62893	0.07413	0.38508	0.00048	0.75601	0.01749	0.03687	0.04819	0.10742	0.49165	0.97699	4e-05	0.38471	0.02798	0.81568	0.03899	0	0	0.10011	0.81802	0.31678	0.20188	0.01803	0.19425	0.43902	0.99358	0.59168	0.71436	0.65662	0.57252	0.00042	0.00058	0.89716
RID01742	GAS5	MMP2	0.04428	0.00075	0.00252	0.22893	0.35159	0.0019	0.18265	0.06059	0.17604	3e-05	0.1393	0.60381	0.89192	0.29621	0.099	0.72839	0	0	0.74932	0.00506	0.04978	0.32096	0	0.01147	0.22376	0.07305	0.03424	0.17691	0.8186	0.36131	0.00066	0.0106	0.00129
RID01744	MALAT1	CDK4	0.16133	0.09246	0	0.98649	0.987	0	0.53476	4e-05	0.958	0.57526	0.1567	0	0.01232	0	0.04722	1e-05	0.00534	0.24881	0.40385	0.07158	0.19376	0.05525	0	0.16514	6e-05	0.35637	0.08996	0.00173	0.83175	0.84753	7e-05	0.04144	0.96762
RID01746	SAMMSON	C1QBP	0.41016	0.04083	0.01272	0.47406	0.45754	0.00026	0.9373	0.26816	0.36633	0.32081	0.09309	0.00017	0.15615	0.00853	0.05162	0.60824	3e-05	0.14988	0.56073	0.00514	0.60547	0.82188	0.00011	0.12919	0.00261	0.37457	0.61509	0.11838	0.025	0.00089	0.76075	0.3598	0
RID01747	UCA1	CDK2	0.0202	0.00054	0.14689	0.2837	0.50953	0.06334	0.41003	0.84811	0.09584	0.05978	0.07184	0.53461	0.06327	0.03526	0.13301	0.00422	0.00015	0.46142	0.3857	0.81474	0.00018	0.30291	0.25714	0.20151	0.52517	0.81944	0.56129	0.03153	0.30353	0.00066	0.38532	0.9137	0.20056
RID01748	UCA1	CDKN1B	0.45229	2e-05	0.15958	0.08429	0.42782	0.55195	0.16242	0.91585	0.00525	0.07591	0.96922	0.00069	0.12603	0.17841	0.00166	0.03408	0.47066	0.77944	0.7185	0.27553	0.61086	0.61664	0.25652	0.01905	0.83019	0.3012	0.89296	0.7416	0.1851	0.00623	0.05643	0.91952	0.00028
